Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),DEFCON_Level,ID
7,0,0.21,2,46,102,0.383259912,328.6,0,818400,2,3630
7,0,0.1,2,14,28,0.316446402,340.26,1,915200,2,7485
7,1,0,2,13,38,0.509544787,366.76,0,827200,1,3105
10,1,0.39,15,30,121,0.655653451,359.34,1,924000,2,8223
8,1,0.19,2,15,105,0.444933921,351.92,1,836000,2,1963
7,1,0.08,4,15,29,0.37958884,360.4,1,1038400,4,1260
7,1,0,2,12,56,0.491189427,369.94,1,818400,2,5934
8,1,0.3,2,15,105,0.473568282,349.8,1,827200,2,9722
7,0,0.21,2,26,48,0.417767988,360.4,1,915200,3,12403
7,0,0.26,2,8,35,0.442731278,348.74,1,862400,3,7334
7,0,0.42,6,22,128,0.347283407,346.62,1,1126400,5,1004
6,1,0,2,3,13,0.403817915,380.54,0,959200,2,2998
6,1,0,2,28,52,0.272393539,371,0,1012000,2,1117
7,1,0.12,2,13,27,0.455212922,374.18,1,836000,3,9938
7,1,0.08,2,22,48,0.475770925,350.86,1,844800,2,2168
7,1,0.02,2,15,23,0.369309838,354.04,1,906400,3,6297
8,0,0.32,2,26,77,0.494126285,361.46,1,827200,2,10334
8,1,0.14,3,12,59,0.74743025,371,1,976800,1,3498
7,1,0.18,5,29,79,0.485315712,351.92,0,809600,2,9462
7,1,0.17,2,12,40,0.534508076,362.52,1,862400,2,10913
9,0,0.38,2,24,90,0.52349486,307.4,0,897600,2,820
9,0,0.31,3,24,127,0.611600587,347.68,1,827200,2,4910
7,0,0.3,2,36,51,0.37958884,342.38,1,1082400,4,3655
7,1,0.16,2,11,75,0.516152717,355.1,1,792000,2,9153
9,1,0.25,3,29,65,0.71071953,347.68,1,836000,2,1983
7,1,0.03,2,21,87,0.501468429,352.98,1,844800,3,9048
8,1,0.24,2,15,63,0.486784141,356.16,1,818400,2,11905
8,1,0.08,2,5,13,0.450073421,375.24,1,959200,2,2457
7,1,0.21,2,8,50,0.383994126,360.4,1,950400,3,3475
6,1,0.31,2,31,89,0.419236417,366.76,1,994400,3,5022
12,0,0.44,3,14,43,0.751101322,351.92,1,853600,3,2409
12,0,0.58,3,29,101,0.802496329,334.96,1,915200,3,1161
10,0,0.56,3,5,13,0.552863436,323.3,1,994400,2,3607
8,0,0.32,2,4,10,0.256240822,352.98,1,1029600,4,1537
9,1,0.34,1,16,58,0.450073421,359.34,1,915200,2,429
9,0,0.35,2,3,13,0.417767988,337.08,0,818400,2,10524
7,1,0.13,2,15,36,0.442731278,362.52,1,994400,2,12314
9,1,0.26,2,16,64,0.501468429,328.6,1,871200,2,54
7,1,0.02,2,26,94,0.475770925,354.04,0,862400,2,9832
7,0,0.12,11,28,94,0.570484581,341.32,1,915200,3,3321
11,0,0.45,2,20,38,0.582232012,344.5,1,950400,2,3575
14,0,0.44,2,7,20,0.685022026,315.88,1,862400,3,4177
6,0,0.48,2,40.5,127,0.248898678,344.5,1,1029600,3,3472
7,0,0.33,3,9,29,0.375183554,358.28,1,1064800,3,4144
5,1,0.04,1,38,47,0.171071953,425.06,0,1082400,4,4395
6,0,0.19,2,10,25,0.33773862,377.36,1,1100000,2,9698
8,1,0.28,2,15,38,0.52349486,334.96,1,800800,2,9702
8,1,0.32,2,7,21,0.435389134,343.44,1,968000,2,4202
7,0,0.14,2,21,34,0.432452276,345.56,0,844800,3,3447
16,1,0.63,2,6,19,0.633627019,309.52,1,880000,2,1390
5,0,0,2,15,28,0.244493392,358.28,1,1038400,3,7428
10,0,0.24,3,15,26,0.626284875,363.58,1,976800,3,3683
7,1,0.22,2,15,72,0.516152717,347.68,1,836000,3,11653
10,0,0.56,3,22,99,0.714390602,347.68,1,950400,2,11811
8,1,0.29,3,26,56,0.538179148,345.56,1,844800,2,12219
10,0,0.46,2,6,21,0.552863436,322.24,1,862400,3,2803
6,1,0,2,9,14,0.359030837,356.16,1,950400,3,2951
8,0,0.28,2,20,71,0.522026432,340.26,1,792000,2,7809
8,0,0.12,2,6,16,0.450073421,327.54,1,836000,2,3048
8,1,0.23,3,4,16,0.342143906,341.32,0,836000,2,11336
8,1,0.24,3,17,91,0.552863436,345.56,1,836000,2,10663
8,1,0.13,2,38,45,0.378120411,359.34,0,924000,2,12169
10,1,0.61,2,5,15,0.530837004,337.08,1,1012000,4,3949
8,1,0,2,27,33,0.341409692,357.22,1,959200,3,7032
9,1,0.29,3,17,47,0.714390602,368.88,1,880000,3,3659
7,1,0.21,2,7,22,0.316446402,360.4,1,985600,2,10925
9,1,0.05,3,17,44,0.640969163,364.64,1,968000,2,4514
7,1,0.32,2,9,64,0.494126285,354.04,0,827200,2,10548
11,0,0.45,2,6,19,0.530837004,343.44,1,1003200,2,7398
7,1,0.07,2,11,17,0.442731278,361.46,0,924000,2,1467
9,1,0,2,4,14,0.662995595,361.46,1,880000,2,6463
10,0,0.42,2,22,51,0.53010279,329.66,1,1038400,4,4077
9,0,0.4,2,12,21,0.502936858,361.46,1,888800,3,4138
8,1,0,2,12,26,0.558737151,356.16,0,880000,2,6357
7,1,0.18,2,15,34,0.470631424,367.82,1,941600,3,59
7,0,0.26,2,14,37,0.375183554,360.4,1,976800,2,8263
9,0,0.57,2,35,48,0.501468429,351.92,1,765600,2,8794
7,1,0,2,4,11,0.582232012,358.28,0,792000,1,6570
6,1,0.04,2,6,14,0.399412628,378.42,1,1029600,3,10630
8,0,0.36,2,5,13,0.37958884,364.64,1,1029600,3,8197
7,1,0.07,6,5,14,0.425110132,364.64,1,950400,2,4723
9,1,0,2,24,33,0.655653451,358.28,0,888800,2,9789
12,0,0.4,1,6,15,0.640969163,325.42,1,915200,4,980
7,1,0.07,2,16,24,0.316446402,349.8,1,1003200,3,7383
6,1,0,2,6,9,0.399412628,380.54,1,959200,1,459
8,0,0.35,3,10,26,0.52349486,350.86,1,959200,4,5694
11,0,0.49,5,16,47,0.52349486,331.78,1,1179200,4,1475
8,1,0,2,12,26,0.567547724,360.4,0,836000,1,3731
7,1,0.03,2,17,106,0.444933921,338.14,1,897600,2,7429
7,1,0.06,6,9,32,0.300293686,349.8,1,1003200,2,6278
8,1,0,2,13,31,0.461086637,358.28,1,906400,3,4961
12,0,0.49,3,6,14,0.62041116,325.42,1,950400,3,1622
13,1,0.65,2,6,18,0.707048458,332.84,1,959200,2,11846
5,0,0.02,2,18,88,0.149045521,375.24,1,1135200,3,6413
7,0,0.2,2,16,34,0.450073421,379.48,1,968000,3,11740
12,0,0.49,2,10,26,0.699706314,326.48,1,994400,4,12254
6,1,0.06,2,41,44,0.370778267,361.46,1,906400,2,10823
8,1,0.28,2,11,41,0.589574156,363.58,1,844800,2,5477
7,1,0.07,2,17,33,0.464757709,360.4,1,994400,3,11922
9,0,0.65,8,48,76,0.656387665,347.68,1,809600,2,4629
8,1,0.03,4,17,108,0.611600587,373.12,1,827200,2,8173
7,1,0.18,2,13,31,0.385462555,374.18,1,1038400,3,1219
9,1,0.3,3,18,112,0.5969163,349.8,1,827200,2,905
9,0,0.27,2,27,86,0.501468429,345.56,0,836000,2,8677
9,0,0.29,3,29,58,0.514684288,337.08,1,915200,2,3940
7,0,0.29,2,31,45,0.430983847,348.74,0,862400,2,48
11,0,0.48,3,10,26,0.54185022,343.44,1,1064800,3,8333
10,1,0.34,5,26,91,0.640969163,333.9,1,809600,3,9763
8,1,0.33,2,15,81,0.494126285,349.8,1,827200,2,9878
7,1,0,4,17,26,0.240088106,355.1,1,1038400,4,1498
7,1,0,3,15,21,0.483113069,365.7,1,897600,2,6843
10,1,0.31,3,26,88,0.5969163,351.92,1,924000,2,11819
9,0,0.39,2,24,50,0.298825257,337.08,1,1038400,3,10162
7,1,0,2,3,12,0.461820852,352.98,1,880000,1,4586
7,0,0.49,2,47,102,0.37958884,334.96,1,1020800,4,3411
6,1,0.06,2,9,17,0.532305433,387.96,1,871200,4,2975
7,1,0.01,2,20,37,0.512481645,362.52,1,853600,2,2468
7,0,0.32,2,15,36,0.442731278,343.44,1,862400,3,11911
7,0,0.08,2,3,12,0.461820852,361.46,0,906400,3,1209
8,1,0.12,2,38,48,0.267254038,347.68,0,1012000,3,4380
11,0,0.58,2,3,9,0.33113069,345.56,1,1100000,3,1777
7,1,0.02,8,23,43,0.418502203,355.1,1,950400,3,685
7,1,0.07,3,16,49,0.552863436,372.06,1,941600,4,10492
8,0,0.49,6,21,129,0.530837004,343.44,1,818400,2,9976
8,0,0.38,2,10,29,0.574889868,363.58,1,853600,2,9881
8,1,0.18,2,24,94,0.545521292,354.04,1,836000,3,6249
10,0,0.42,2,5,13,0.466960352,341.32,1,1020800,3,5176
6,0,0.27,2,5,12,0.104992658,352.98,0,1196800,3,7013
5,1,0,1,15,39,0.244493392,397.5,1,1126400,2,2929
8,1,0.49,2,23,110,0.508810573,346.62,1,809600,1,11482
9,1,0.21,2,12,42,0.537444934,332.84,1,836000,2,12103
7,0,0.29,2,36,67,0.383259912,354.04,0,1091200,3,3441
8,1,0.09,4,6,24,0.5969163,357.22,0,792000,2,8249
8,1,0.26,4,16,65,0.552863436,352.98,1,924000,2,2338
7,1,0.17,2,16,72,0.46328928,346.62,1,809600,2,8634
9,1,0.33,2,9,21,0.479441997,339.2,1,959200,2,4237
7,1,0,2,4,11,0.334067548,358.28,1,968000,2,5295
7,0,0.33,2,13,37,0.435389134,355.1,1,836000,2,9568
9,1,0.38,3,8,17,0.57195301,346.62,1,862400,3,1513
8,1,0.61,2,27,81,0.450073421,326.48,1,818400,2,5130
8,1,0.01,2,7,13,0.36784141,358.28,0,880000,3,383
8,1,0,3,7,16,0.403817915,356.16,1,880000,3,5331
8,1,0.19,2,17,54,0.472099853,348.74,1,959200,3,10762
9,1,0.25,2,5,14,0.417767988,355.1,0,844800,3,1087
10,0,0.35,2,13,23,0.433920705,337.08,1,853600,3,840
6,1,0.15,2,17,84,0.256975037,359.34,1,1047200,2,7945
8,0,0.21,2,57,80,0,345.56,0,1232000,5,531
10,1,0.24,2,13,21,0.419236417,337.08,1,915200,3,473
8,1,0.29,3,11,88,0.552863436,333.9,1,809600,2,5426
8,0,0.25,3,14,37,0.530837004,359.34,1,836000,3,3952
12,0,0.49,3,8,20,0.62041116,325.42,1,968000,3,195
11,1,0.37,2,35,151,0.574889868,339.2,1,836000,2,8443
8,1,0.12,2,7,28,0.486784141,351.92,1,844800,3,8926
11,0,0.64,2,6,22,0.582232012,343.44,1,932800,4,6746
8,0,0.32,2,26,58,0.516152717,366.76,1,932800,4,10773
8,1,0.02,1,10,26,0.420704846,361.46,1,853600,3,7626
8,0,0.32,2,4,10,0.278267254,346.62,1,1117600,5,8174
8,1,0.14,3,14,111,0.552863436,326.48,1,809600,2,9730
7,0,0.42,6,29,91,0.567547724,349.8,1,924000,2,1295
7,1,0.15,2,26,38,0.341409692,360.4,1,976800,4,10717
10,0,0.5,14,6,10,0.919970631,340.26,1,1012000,2,9151
6,0,0.19,3,28,82,0.39133627,356.16,1,950400,3,2854
7,1,0.25,3,16,112,0.501468429,359.34,1,818400,3,8686
7,1,0.02,2,26,40,0.386196769,356.16,1,888800,3,10167
7,1,0.15,2,17,49,0.535242291,334.96,1,792000,3,153
8,1,0.13,3,12,59,0.552863436,354.04,1,844800,2,7300
7,1,0.05,4,11,27,0.475770925,374.18,1,836000,3,10067
10,1,0.19,3,20,58,0.758443465,337.08,1,853600,1,1204
7,1,0.18,5,52,60,0.472099853,350.86,1,941600,2,2159
7,0,0.25,9,37.5,289,0.530837004,311.64,1,809600,2,1383
8,1,0.18,2,24,94,0.464757709,341.32,1,853600,3,4881
6,1,0.23,2,13,72,0.419236417,379.48,1,915200,2,2167
8,1,0.28,3,16,72,0.552863436,340.26,0,862400,2,1601
7,1,0,2,16,27,0.406020558,359.34,1,880000,2,4382
8,1,0.02,2,9,23,0.417033774,372.06,0,915200,2,2665
5,0,0.24,2,19,53,0.009544787,377.36,1,1232000,5,9108
9,0,0.57,2,18,61,0.452276065,359.34,1,1056000,3,1264
9,1,0.15,3,12,31,0.53671072,351.92,1,880000,3,6875
10,0,0.63,4,6,26,0.574889868,342.38,1,818400,2,6969
8,1,0.12,2,16,36,0.530837004,334.96,1,836000,2,1795
7,0,0.32,2,15,37,0.354625551,342.38,1,976800,4,8359
10,0,0.43,2,11,24,0.57195301,343.44,1,1003200,4,1986
8,1,0.34,2,24,120,0.494126285,336.02,1,862400,2,10835
10,0,0.49,3,4,17,0.52349486,341.32,1,1073600,3,3390
7,1,0.08,2,10,16,0.450073421,361.46,1,888800,2,11258
6,0,0.22,2,5,14,0.335535977,356.16,0,844800,2,7627
8,1,0.08,3,20,48,0.685022026,371,1,827200,3,6931
10,0,0.49,2,5,10,0.484581498,339.2,1,924000,4,6666
7,0,0.49,4,34,67,0.570484581,348.74,1,888800,2,9021
9,1,0.05,2,36,45,0.376651982,339.2,1,809600,2,1027
11,0,0.41,9,13,61,0.714390602,341.32,1,888800,2,8168
10,0,0.47,2,17,31,0.604258443,346.62,1,880000,3,7486
9,0,0.57,2,27,65,0.486784141,347.68,1,827200,2,73
9,0,0.49,2,39,51,0.452276065,350.86,1,994400,3,12304
7,1,0.18,5,13,115,0.665932452,341.32,0,853600,3,1665
7,1,0.13,2,25,48,0.52349486,350.86,1,809600,2,7062
8,1,0.12,2,38,43,0.398678414,354.04,0,827200,3,2813
12,0,0.5,2,19,38,0.707048458,339.2,1,906400,2,6896
11,0,0.73,2,10,26,0.582232012,341.32,1,862400,3,11167
7,1,0.21,2,8,22,0.316446402,357.22,0,985600,3,1083
8,1,0.31,2,31,73,0.420704846,361.46,1,836000,1,6145
8,0,0.12,2,6,25,0.494126285,359.34,1,844800,3,5649
11,1,0.3,2,26,53,0.569016153,333.9,1,880000,2,8697
9,0,0.44,2,10,26,0.373715125,349.8,1,1029600,3,9995
12,0,0.54,2,24,47,0.60866373,320.12,1,809600,2,799
11,0,0.5,2,6,16,0.508810573,347.68,1,950400,3,10793
9,1,0.41,6,25,81,0.743759178,347.68,1,924000,2,4733
11,0,0.6,3,10,41,0.582232012,343.44,1,1064800,4,5707
11,0,0.47,2,17,43,0.569750367,349.8,1,959200,3,935
8,1,0.1,2,7,37,0.497797357,355.1,1,800800,4,8550
12,1,0.49,3,54,67,0.751101322,342.38,1,836000,1,763
9,1,0.24,2,8,28,0.599853157,361.46,1,888800,2,8137
6,1,0.33,2,9,64,0.501468429,362.52,1,818400,1,6649
8,1,0.09,2,34,43,0.444199706,348.74,1,968000,3,11645
11,1,0.49,2,18,46,0.707048458,322.24,1,836000,1,12381
10,0,0.56,2,5,11,0.345814978,322.24,1,1003200,3,9097
8,1,0,6,25,44,0.472099853,349.8,1,941600,3,11738
12,0,0.52,2,10,41,0.709985316,328.6,1,906400,3,222
9,0,0.36,2,10,27,0.373715125,346.62,1,1029600,2,6944
7,1,0.01,2,27,40,0.341409692,364.64,1,1012000,4,1066
9,0,0.41,3,11,52,0.626284875,337.08,0,888800,3,3227
9,0,0.3,3,14,31,0.338472834,333.9,1,1100000,4,9404
9,1,0.21,2,5,15,0.417767988,349.8,1,1056000,3,9077
7,1,0,2,11,20,0.43979442,356.16,1,880000,2,4417
7,0,0.44,2,17,43,0.501468429,361.46,1,906400,3,5894
12,0,0.53,2,17,60,0.582232012,321.18,1,792000,3,11455
8,1,0.24,2,15,81,0.444199706,330.72,0,818400,2,9946
9,0,0.44,2,7,12,0.526431718,348.74,1,836000,3,2583
9,1,0,3,4,14,0.611600587,359.34,0,880000,2,4021
6,0,0.14,2,7,25,0.347283407,354.04,1,862400,3,5213
7,1,0.01,2,8,13,0.228340675,351.92,1,1038400,3,2407
9,0,0.33,2,45,55,0.574889868,367.82,1,941600,2,11790
9,1,0.12,2,12,30,0.542584435,354.04,1,844800,3,1304
11,0,0.53,3,11,29,0.508810573,333.9,1,976800,4,5491
7,1,0.03,2,36,46,0.378120411,363.58,1,906400,3,2972
5,0,0.5,2,17,45,0.229809104,378.42,1,1196800,4,11165
8,1,0.13,2,7,24,0.558737151,350.86,0,844800,3,9951
9,0,0.52,2,6,18,0.574889868,333.9,1,739200,2,333
8,1,0.15,2,11,32,0.332599119,366.76,1,1003200,2,10124
7,1,0.18,2,13,32,0.420704846,362.52,1,941600,2,1799
8,1,0.4,2,22,122,0.494126285,342.38,0,800800,2,10470
7,1,0.06,2,5,14,0.320851689,349.8,0,915200,2,3320
7,1,0.2,2,14,31,0.470631424,365.7,1,968000,2,8330
7,0,0.32,2,9,26,0.42143906,354.04,0,809600,2,10437
7,1,0.03,6,5,31,0.508810573,368.88,1,968000,1,693
7,1,0,2,16,45,0.52349486,355.1,1,844800,3,7746
9,0,0.44,2,11,33,0.446402349,364.64,1,1047200,3,9830
8,1,0.23,3,14,62,0.552863436,349.8,1,836000,2,4458
10,0,0.5,2,6,13,0.466960352,339.2,1,1003200,4,12251
6,1,0.09,2,15,26,0.389867841,364.64,1,1029600,2,8506
7,1,0.07,2,16,36,0.406020558,348.74,1,880000,3,1003
7,0,0.24,2,18,45,0.420704846,355.1,0,836000,1,1253
7,1,0,2,6,12,0.228340675,352.98,1,1038400,3,8639
6,1,0.09,2,24,45,0.389867841,381.6,1,906400,2,348
6,1,0.02,2,16,42,0.375917768,381.6,1,932800,3,6340
9,1,0.19,4,20,53,0.646842878,345.56,0,836000,2,6135
9,1,0.18,2,10,103,0.633627019,358.28,1,924000,2,12071
9,0,0.42,2,9,20,0.28267254,330.72,1,1100000,4,8029
8,1,0.29,2,10,86,0.491923642,336.02,1,800800,2,10704
8,0,0.4,2,6,16,0.33113069,346.62,1,1100000,4,7273
10,1,0.12,3,37,54,0.714390602,334.96,1,880000,3,3831
8,0,0.5,1,17,61,0.52349486,321.18,1,800800,2,9225
8,0,0.31,2,8,11,0.369309838,341.32,1,1003200,2,9031
9,0,0.36,2,11,28,0.378854626,332.84,1,1108800,4,9547
7,1,0.1,2,13,80,0.40969163,346.62,1,809600,2,12422
8,1,0.22,2,13,81,0.530837004,331.78,1,844800,2,4103
12,0,0.5,3,5,15,0.62041116,325.42,1,1073600,4,3647
10,0,0.46,2,6,10,0.400146843,332.84,0,932800,4,7832
7,1,0,2,14,38,0.743759178,389.02,1,941600,3,3661
8,0,0.42,2,8,17,0.295888399,329.66,1,976800,4,4473
10,0,0.35,3,13,31,0.773127753,337.08,1,809600,2,11971
6,1,0,2,17,24,0.272393539,380.54,1,1100000,2,4354
13,0,0.52,2,12,24,0.831864905,323.3,0,818400,2,8248
11,1,0.37,3,12,23,0.685022026,341.32,1,897600,2,1148
8,0,0.19,2,28,38,0.376651982,369.94,1,915200,2,4851
11,0,0.49,3,11,24,0.574889868,337.08,1,1100000,3,5968
9,0,0.39,2,6,12,0.254772394,351.92,1,1029600,4,277
7,0,0.12,2,14,26,0.376651982,348.74,1,932800,3,8583
7,0,0.3,2,33,58,0.516152717,363.58,1,880000,3,2976
6,1,0.02,2,6,12,0.398678414,368.88,1,836000,3,7974
7,1,0.05,4,11,32,0.37958884,372.06,1,1012000,4,10756
6,1,0.09,2,24,25,0.184287812,380.54,1,836000,3,12296
8,1,0.24,2,16,51,0.567547724,354.04,1,809600,2,9186
6,1,0.15,2,20,44,0.207782673,359.34,1,1100000,4,5611
10,0,0.34,2,14,27,0.368575624,332.84,1,985600,4,1870
7,1,0.16,2,11,65,0.42804699,358.28,1,888800,2,7434
6,1,0.01,2,48,55,0.361967695,371,0,950400,2,4220
8,0,0.42,2,9,26,0.538179148,344.5,1,765600,2,1758
6,0,0.08,2,40,48,0.416299559,349.8,1,880000,4,7610
11,0,0.47,3,5,15,0.489720999,324.36,1,994400,4,6995
9,0,0.41,2,19,52,0.345814978,337.08,1,968000,3,2579
7,0,0.08,2,18,38,0.354625551,358.28,1,880000,3,12006
12,0,0.56,3,19,65,0.699706314,326.48,1,871200,2,10308
8,1,0.61,3,3,10,0.622613803,359.34,1,932800,2,12465
8,1,0.08,3,6,29,0.420704846,356.16,1,950400,2,11509
7,1,0.06,6,6,14,0.538179148,351.92,1,809600,2,9393
8,1,0,2,9,18,0.494126285,351.92,0,862400,2,10757
8,1,0.18,2,17,96,0.444933921,358.28,1,836000,3,12050
7,1,0.04,3,24,58,0.552863436,372.06,1,836000,1,4960
6,1,0.21,4,20,98,0.414831131,351.92,1,968000,3,6090
6,1,0,2,11,20,0.479441997,371,1,924000,3,537
10,0,0.47,2,9,21,0.589574156,343.44,1,924000,3,9284
8,1,0.19,2,36,102,0.301762115,350.86,1,1029600,3,8982
6,0,0.13,2,4,11,0.317914831,380.54,1,985600,2,5667
11,0,0.41,2,6,19,0.491189427,341.32,1,950400,4,5947
9,1,0,3,13,31,0.714390602,368.88,1,941600,3,1354
7,0,0.49,6,11,51,0.567547724,357.22,1,809600,2,6725
12,0,0.54,3,28,43,0.685022026,337.08,1,932800,4,2491
6,1,0.14,4,52,74,0.486049927,351.92,0,836000,2,9190
10,1,0.48,2,7,23,0.662995595,338.14,1,836000,2,2276
7,0,0.43,2,24,48,0.332599119,355.1,1,1091200,3,6720
7,1,0.02,2,21,85,0.54185022,374.18,1,827200,3,2879
7,1,0.02,2,31,92,0.410425844,354.04,1,973866.6667,3,7040
6,1,0.01,2,5,14,0.303230543,373.12,1,950400,3,11659
7,1,0.35,2,51,145,0.464757709,356.16,1,888800,2,771
9,0,0.34,2,12,39,0.57195301,344.5,1,924000,2,5248
9,1,0.28,3,24,81,0.655653451,347.68,1,814000,2,11799
8,0,0.4,3,11,28,0.52349486,350.86,1,1029600,4,4337
7,0,0.37,3,12,29,0.486784141,351.92,1,880000,3,10178
7,0,0.3,2,35,72,0.497797357,360.4,1,836000,2,7805
6,1,0.1,3,34,73,0.39133627,373.12,1,976800,3,10590
6,1,0,2,15,23,0.315712188,368.88,1,1012000,3,10497
6,0,0.09,2,9,23,0.52349486,366.76,1,862400,2,738
10,1,0.49,2,7,38,0.517621145,352.98,1,959200,3,1547
8,1,0.1,2,28,55,0.45154185,369.94,1,897600,2,8401
7,1,0.17,2,16,56,0.42804699,362.52,1,994400,2,8299
7,1,0,2,16,28,0.556534508,358.28,1,836000,3,2219
11,0,0.46,2,14,33,0.736417034,336.02,1,836000,2,1034
10,0,0.49,2,6,24,0.567547724,323.3,1,1003200,4,8022
8,1,0.1,2,28,55,0.410425844,357.22,0,959200,3,8987
8,1,0.25,4,31,69,0.472099853,340.26,0,809600,2,2224
9,1,0.34,3,17,53,0.552863436,351.92,1,906400,2,7399
10,0,0.64,3,12,29,0.574889868,343.44,1,1064800,3,10916
7,1,0,1,22,39,0.567547724,372.06,1,853600,3,6066
7,1,0.17,2,7,50,0.417767988,346.62,1,871200,3,6427
8,0,0.36,2,35,75,0.513215859,352.98,1,792000,2,6887
7,1,0.3,2,15,55,0.567547724,361.46,1,880000,2,1681
7,1,0.06,2,15,31,0.389867841,362.52,1,836000,3,5188
8,0,0.38,2,29,60,0.582232012,349.8,1,941600,3,7130
7,0,0.46,2,7,19,0.257709251,348.74,1,1091200,3,1585
12,0,0.52,4,13,23,0.758443465,341.32,1,888800,3,3350
8,0,0.42,2,3,6,0.237885463,348.74,1,1108800,4,8368
9,1,0.49,3,11,88,0.533773862,332.84,1,853600,2,3051
8,1,0,2,3,8,0.486784141,356.16,1,836000,3,5674
7,1,0.02,3,37,54,0.482378855,359.34,1,906400,2,12496
5,0,0.5,6,29,129,0.290014684,400.68,1,1020800,3,1993
7,1,0.14,2,15,20,0.39133627,355.1,1,906400,3,551
7,0,0.32,2,15,42,0.552863436,372.06,1,792000,2,10333
9,1,0.14,2,10,30,0.589574156,354.04,1,818400,3,6322
8,0,0.3,2,6,16,0.358296623,351.92,1,1038400,4,12445
8,1,0,3,25,33,0.494126285,356.16,1,880000,3,11528
10,0,0.42,2,6,16,0.410425844,332.84,1,932800,3,11201
9,0,0.57,3,13,32,0.530837004,350.86,1,1038400,3,12449
7,1,0,2,26,33,0.472834068,367.82,1,836000,2,1956
12,0,0.53,3,25,101,0.802496329,345.56,1,941600,2,5259
12,0,0.6,2,3,8,0.582232012,337.08,1,880000,3,149
8,1,0.32,3,24,81,0.54185022,351.92,1,862400,2,10503
8,0,0.31,2,4,45,0.434654919,364.64,1,924000,2,810
9,1,0.15,2,25,57,0.502936858,322.24,2,853600,2,1196
10,1,0.24,2,7,21,0.517621145,343.44,0,840400,2,3019
7,1,0,2,6,13,0.25917768,358.28,0,1003200,3,4277
8,0,0.33,2,16,25,0.25917768,341.32,1,1012000,3,2260
8,0,0.42,2,9,20,0.34287812,336.02,1,1020800,3,1901
7,1,0.23,4,7,49,0.685022026,360.4,1,792000,2,1719
10,1,0.27,2,15,32,0.479441997,330.72,0,844800,2,5988
8,0,0.43,2,29,44,0.48825257,366.76,1,994400,3,2711
9,1,0.26,2,4,23,0.559471366,347.68,1,915200,2,8176
8,1,0,2,6,12,0.464757709,360.4,0,880000,2,7979
6,1,0.11,2,12,80,0.245227606,379.48,1,1047200,2,7638
7,1,0.13,2,25,84,0.430249633,354.04,1,836000,2,6582
11,0,0.33,3,24,89,0.5969163,316.94,1,809600,2,7113
9,0,0.49,2,39,145,0.552863436,332.84,1,818400,2,2539
8,1,0.13,2,24,42,0.530837004,347.68,1,809600,2,2713
9,1,0.1,2,12,41,0.502936858,337.08,1,871200,3,3511
7,1,0.05,4,8,25,0.475770925,374.18,1,836000,2,11005
9,1,0.24,3,15,86,0.711453744,333.9,1,809600,2,7519
8,0,0.42,2,12,24,0.538179148,350.86,1,836000,3,10521
7,1,0.08,4,5,13,0.588105727,366.76,1,897600,1,8162
7,1,0.14,2,15,34,0.475770925,373.12,1,941600,4,5949
12,0,0.55,3,28,54,0.72907489,328.6,1,880000,1,2376
8,0,0.24,2,19,49,0.453744493,340.26,0,853600,2,7943
8,0,0.68,3,10,23,0.455947137,340.26,1,1003200,2,7669
8,1,0.15,4,11,52,0.685022026,363.58,1,880000,3,2501
8,0,0.42,2,23,36,0.256240822,329.66,1,1196800,4,11777
13,0,0.52,3,5,15,0.685022026,328.6,1,950400,2,3465
7,1,0.01,2,17,32,0.427312775,352.98,0,862400,2,3037
8,1,0.02,2,9,20,0.411894273,354.04,1,853600,3,7954
14,0,0.49,4,19,43,0.960352423,309.52,2,976800,2,664
8,1,0.1,2,11,26,0.435389134,356.16,1,880000,3,9305
11,0,0.48,3,16,39,0.494126285,337.08,1,1056000,4,1914
9,0,0.41,3,7,20,0.445668135,347.68,1,1020800,3,9039
8,0,0.49,2,20,65,0.52349486,361.46,1,809600,2,9605
10,0,0.58,2,30,45,0.491189427,355.1,1,1012000,3,4545
8,0,0.48,2,22,73,0.48825257,356.16,1,809600,2,10494
8,1,0,2,7,16,0.449339207,351.92,1,906400,2,11517
7,1,0,2,4,9,0.285609398,355.1,1,985600,4,5857
7,1,0.08,3,14,93,0.464757709,380.54,1,976800,1,6928
8,1,0.06,2,22,49,0.372246696,372.06,1,928400,3,11701
7,1,0.02,2,4,11,0.285609398,351.92,1,915200,1,460
8,1,0.24,3,5,13,0.472099853,362.52,1,968000,2,276
8,1,0.29,2,9,29,0.582232012,367.82,2,792000,3,11980
6,1,0,2,3,19,0.317914831,373.12,1,1012000,3,3560
13,0,0.62,3,10,25,0.831864905,321.18,1,968000,4,9509
7,0,0.32,2,34,58,0.574889868,369.94,1,871200,3,10136
7,1,0,2,12,38,0.567547724,372.06,1,827200,2,1548
7,1,0,6,11,34,0.475770925,368.88,0,941600,3,5274
8,0,0.44,2,28,67,0.450073421,359.34,1,968000,2,38
11,0,0.53,3,5,18,0.699706314,325.42,1,985600,2,3589
9,0,0.4,4,12,52,0.626284875,348.74,1,818400,3,790
